Food Resource Type,Agency,Location,Operational Status,Operational Notes,Current Process for Distribution,Who They Serve,Address,Latitude,Longitude,Phone Number,Website,Days/Hours,Date Updated
Meal,Boys and Girls Club,BGC Bellevue -Eastside Terrace,Closed,Open for essential workers and vulnerable children. Limited day camps begin 6/22.,Drive Up/Walk Up,Youth and Young Adults,"704 147th Place NE, Bellevue, WA 98007",47.6162795,-122.1443829,(425)-454-6162,http://www.bgcbellevue.org/,"Mon, Tues, Wed, Thurs, Fri 
11:30 am -12:30 pm
Lunch provided for registered campers only",10/30/2020 12:00:00 AM
Meal,Bread of Life Mission,,Limited Operations,"Hot meals, fresh fruit and drinks everyday in to go containers",Drive Up/Walk Up,General Public,"97 South Main Street, Seattle, WA 98104",47.5999268,-122.334605,(206)-682-3579,http://www.breadoflifemission.org/our-programs,"Mon, Tues, Wed, Thurs, Fri
 12:15 pm - 1:00 pm and 7:00 - 7:45 pm",10/30/2020 12:00:00 AM
Food Bank,Byrd Barr Place,Byrd Barr Place Food Bank,Open,"Pre-packaged grocery bags of perishable and non-perishable items 
Pick up out front for social distancing",Home Delivery and Drive Up/Walk Up,General Public,"722 18th Ave , Seattle, WA 98122",47.608774,-122.308565,(206)-547-2885,http://www.byrdbarrplace.org/programs-services/food-bank/,"Tues: 11:00 am - 4:00 pm
Wed: 12:00 pm - 4:00 pm
Thurs: 9:00 am - 1:00 pm

Home Delivery: 
Fri: 10:00 am - 2:00 pm",10/29/2020 12:00:00 AM
Meal,Catholic Community Services,Lazarus Center,Open,7 days a week,Onsite,Contact Agency for Any Eligibility Requirements,"2329 Rainier Ave S, Seattle, WA 98144",47.5822614,-122.3015923,(206)-623-7219,http://www.ccsww.org/get-help/shelter-homeless-services/lazarus-center/,"Sun, Mon, Tues, Wed, Thurs, Fri, Sat
Breakfast: 8:00 am - 9:00 am  
Lunch: 12:30 pm - 2:00 pm",10/30/2020 12:00:00 AM
Food Bank & Meal,Catholic Community Services of Western Washington,Federal Way Senior Center -  Latino Program,Limited Operations,Distributing prepacked boxes or bags,Drive Up/Walk Up,Older Adults 60+ and Eligible Participants,"4016 S 352nd St, Auburn, WA 98001",47.2868994,-122.2841789,(253)-838-3604,http://www.federalwayseniorcenter.org/,"Mon, Thurs
9:00 am - 12:00 pm",10/29/2020 12:00:00 AM
Food Bank & Meal,Catholic Community Services of Western Washington,Black Diamond Community and Senior Center,Limited Operations,"Food Bank: The front doors are locked to minimize foot traffic: please knock or call when you arrive

Meals: Take out only, please call to order a meal the day before 360-886-1011.",Drive Up/Walk Up,Older Adults 60+ and Eligible Participants,"31605 3rd Ave, Black Diamond, WA 98010",47.3183476,-122.0054494,(360)-886-1011,http://www.blackdiamondcommcenter.org/,"Food Bank:
Mon, Wed
10:00 am - 3:00 pm

To-go Meal:
Tues, Thurs
12:00 pm",10/29/2020 12:00:00 AM
Meal,Catholic Community Services of Western Washington,St Jude Catholic Church-Indian Association of Western WA (IAWW) and Redmond Seniors,Closed,Closed,Closed,Older Adults 60+ and Eligible Participants,N/A,36.13981,-96.108891,(425)-968-8539,http://www.iaww.org/seniors-program/,Closed,10/30/2020 12:00:00 AM
Meal,Catholic Community Services of Western Washington,Pacific/Algona Senior Center,Limited Operations,Please call ahead for pick up or delivery of a meal,Home Delivery and Drive Up/Walk Up,Older Adults 60+ and Eligible Participants,"100 3rd Ave SW, Pacific, WA 98047",47.2641168,-122.248845,(253)-929-1150,http://www.pacificwa.gov/,"To-go Meal:
Tues, Weds, Thurs, Fri: 11:00 am - 1:00 pm",10/30/2020 12:00:00 AM
Meal,Catholic Community Services of Western Washington,Auburn Senior Center,Limited Operations,"In order to prepare enough food and arrange for deliveries, please call ahead at least 4 days ahead. Phone number: (235)-931-3016",Home Delivery and Drive Up/Walk Up,Older Adults 60+ and Eligible Participants,"808 9th St SE, Auburn, WA 98002",47.2997341,-122.218084,(253)-931-3016,http://www.auburnwa.gov/cms/one.aspx?pageId=16499115,"Home Delivery (Auburn residents ONLY):
Mon, Tues, Wed, Thurs, Fri
11:15 am - 1:30 pm

Drive-Thru Pick Up:
Mon, Tues, Wed, Thurs, Fri
11:45 am - 12 pm

Walk Up Pick UP:
Mon, Tues, Wed, Thurs, Fri
12 pm - 12:15 pm",10/30/2020 12:00:00 AM
Meal,Catholic Community Services of Western Washington,Des Moines Senior Center,Limited Operations,"The center is closed, but lunch is available for pick up during hours. CCS requests participants order meals one week in advance of service need.",Drive Up/Walk Up,Older Adults 60+ and Eligible Participants,"2045 S 216th St, Des Moines, WA 98198",47.4069514,-122.3058553,(206)-878-1642,http://www.desmoineswa.gov/217/Senior-Services,"To-go and Delivered Meals:
Mon, Tues, Weds, Thurs:
11:00 am - 1:00 pm

Latino Program:
Thurs: 11:00 am - 1:00 pm",10/01/2020 12:00:00 AM
Meal,Catholic Community Services of Western Washington,North SeaTac Community Center,Closed,"Meals handed out on a first come, first served basis. Please enter the parking lot from the entrance on 24th Avenue S. and pick up your meal in front of the Senior Program doors.",Drive Up/Walk Up,Older Adults 60+ and Eligible Participants,"13735 24th Ave S, SeaTac, WA 98168",47.4802984,-122.3038972,(206)-973-4680,http://www.seatacwa.gov/services/seatac-community-center,"To-go and Delivery:
Tues, Weds, Thurs: 11:45 am - 12:30 pm",10/30/2020 12:00:00 AM
Meal,Catholic Community Services of Western Washington,Issaquah Senior Center,Closed,Hot to-go meals provided during hours,Drive Up/Walk Up,Older Adults 60+ and Eligible Participants,"75 NE Creek Way, Issaquah, WA 98027",47.5312212,-122.0349418,(425)-392-2381,http://www.issaquahwa.gov/1744/Seniors,To-go Meals Only,10/30/2020 12:00:00 AM
Meal,Catholic Community Services of Western Washington,North Bellevue Community Center,Closed,Closed,Closed,Older Adults 60+ and Eligible Participants,"4063 148th Ave NE, Bellevue, WA 98007",47.647434,-122.1450803,(425)-452-7681,http://www.bellevuewa.gov/city-government/departments/parks/community-centers/north-bellevue-community-center,Closed,10/30/2020 12:00:00 AM
Meal,Catholic Community Services of Western Washington,Peter Kirk Community Center,Limited Operations,Foodbank box for Kirkland residents ONLY. Call (425)-207-4777,Home Delivery,Older Adults 60+ and Eligible Participants,"352 Kirkland Ave, Kirkland, WA 98033",47.67621,-122.201035,(425)-587-3360,http://www.kirklandwa.gov/depart/parks/About_Parks_and_Community_Services/Senior_Services.htm,"To-go and Delivery for Kirkland residents only:
Tues, Fri: 11:00 am - 1:00 pm",10/01/2020 12:00:00 AM
Meal,Catholic Community Services of Western Washington & SPS,Tukwila Community Center,Open,"Delivering up to 7 frozen meals a week every Wednesday to qualifying Tukwila residents. Halaal meals available. Meal services begins on July 6, 2020 through August 27, 2020.

Summer Food Program for Youth: Daily walk up meals",Drive Up/Walk Up,Contact Agency for Any Eligibility Requirements,"12424 42nd Ave S, Tukwila, WA 98168",47.4910151,-122.2785589,(206)-768-2822,http://www.tukwilawa.gov/departments/parks-and-recreation/,Limited Meal Delivery,10/30/2020 12:00:00 AM
Food Bank & Meal,Catholic Community Services of Western Washington/Enumclaw Food Bank,Enumclaw Senior Center/Plateau Ministries,Limited Operations,"Only delivering meals on Tuesdays Each delivery contains 7 frozen meals Please call ahead.

Instead of our usual ‘grocery store style’ shopping experience, we have set up a ‘drive-through’ (or walk through) operation. Customers can drive or walk through the alley and we will hand them a pre-packed allotment of food.",Home Delivery and Drive Up/Walk Up,Contact Agency for Any Eligibility Requirements,"1350 Cole St, Enumclaw, WA 98022",47.2020157,-121.991691,(360)-825-6188,http://www.plateauoutreach.org/,"Meals: Delivery and To-go Only
Tues: 11:00 am - 1:00 pm

Food Bank:
Wed: 9:00 am - 12:00 pm 

Emergency Food/Meals:
Mon, Tues, Wed, Thurs, Fri, Sat
9:00 am - 3:00 pm",10/29/2020 12:00:00 AM
Food Bank,Cedar Park Northshore Church,Kenmore Food Bank,Limited Operations,,Drive Up/Walk Up,General Public,"18737 68th Ave NE, Kenmore, WA 98028",47.765377,-122.2498724,(425)-939-1377,http://cpnorthshore.com/food-bank/,Mon: 6:00 pm - 7:00 pm,10/30/2020 12:00:00 AM
Meal,Chinese Information and Service Center (CISC),Sunshine Garden,Closed,Closed,Closed,Contact Agency for Any Eligibility Requirements,"611 S Lane St, Seattle, WA 98104",47.5962998,-122.3255947,(206)-957-8517,http://www.cisc-seattle.org/covid19/,Closed,10/30/2020 12:00:00 AM
Meal,Church By The Side Of The Road,,Open,,Drive Up/Walk Up,General Public,"3455 S 148th St, Tukwila, WA 98168",47.469863,-122.2871757,(206)-243-5024,http://www.cbsr.org/,Tues 12:00 pm,10/30/2020 12:00:00 AM
Meal,Community Lunch on Capitol Hill,Hot Meals Program Central Lutheran Church,Open,Contact agency for any eligibility requirements,Closed,General Public,"1710 11th Ave, Seattle, WA 98122",47.6168246,-122.3177102,(206)-972-2524,http://www.communitylunch.org/about-1,"Tues, Wed, Thur, Fri
 12:00 pm - 1:00 pm",10/30/2020 12:00:00 AM
Meal,Community Lunch on Capitol Hill,All Pilgrims Christian Church,Closed,Contact agency for any eligibility requirements,Drive Up/Walk Up,General Public,"500 Broadway E, Seattle, WA 98102",47.62336,-122.3203771,(206)-972-2524,http://www.communitylunch.org/about-1,"Tues, Wed, Thur, Fri
 12:00 pm - 1:00 pm",10/30/2020 12:00:00 AM
Meal,Community Network Council,Community Network Council,Open,"No longer providing food, just list of resources",Drive Up/Walk Up,General Public,"1819 Central Ave S, Suite 72, Kent, WA 98032",47.362482,-122.2307681,,http://www.wacnc.org,"Tues, Thurs:
11:00 am - 1:00 pm",10/29/2020 12:00:00 AM
Food Bank,Community Resource Network {CRN},,Closed,Distributing boxes or bags that are packed based on guests' needs,,General Public,"15725 Simonds Rd NE, Kenmore, WA 98028",47.74306,-122.22743,,http://crninfo.org/,Unknown,10/30/2020 12:00:00 AM
Food Bank & Meal,Des Moines Area Food Bank,McMicken Heights Park,Closed,Grab'n'Go meals for kids and teens at 7 sites. Food does not need to be eaten on site and can be picked up by parents.,Onsite,Youth and Young Adults,"S 166th St & 40th Ave S, SeaTac, WA  98188",47.4546056,-122.2851113,(206)-878-2660,http://www.myfoodbank.org/meals-for-kids.html,"Mon, Tues, Wed, Thurs, Fri
11:30 am - 12:00 pm",10/29/2020 12:00:00 AM
Meal,Des Moines Area Food Bank,,Open,Grab'n'Go meals for kids and teens. Food does not need to be eaten on site and can be picked up by parents. 2 days of meals given on both Monday and Wednesday; weekend meals given on Friday. Meals distributed by door at lower level of Des Moines United Methodist Church,Onsite,General Public,"22225 9th Ave S, Des Moines, WA  98198",47.4022373,-122.3246258,(206)-878-2660,http://www.myfoodbank.org/meals-for-kids.html,"Mon, Wed, Fri 
8:30 am - 12:00 pm",10/30/2020 12:00:00 AM
Meal,Des Moines Area Food Bank,Midway Park,Closed,Grab'n'Go meals for kids and teens at 8 sites. Food does not need to be eaten on site and can be picked up by parents. Weekend meals are given out on Friday at this site.,Onsite,Youth and Young Adults,"S 221st St & 29th Ave S, Des Moines, WA 98198",47.4036369,-122.2982037,(206)-878-2660,http://www.myfoodbank.org/meals-for-kids.html,"Mon, Tues, Wed, Thurs, Fri
12:30 pm - 1:00 pm",10/30/2020 12:00:00 AM
Meal,Des Moines Area Food Bank,Matt Griffin YMCA,Closed,Grab'n'Go meals for kids and teens at 8 sites. Food does not need to be eaten on site and can be picked up by parents.,Onsite,Youth and Young Adults,"3595 S 188th Street, SeaTac, WA 98188",47.4336934,-122.2882317,(206)-878-2660,http://www.myfoodbank.org/meals-for-kids.html,"Mon, Tues, Wed, Thurs, Fri
1:45 - 2:30 pm",10/30/2020 12:00:00 AM
Meal,Des Moines Area Food Bank,Pine Ridge Apartments,Closed,Grab'n'Go meals for kids and teens at 8 sites. Food does not need to be eaten on site and can be picked up by parents.,Onsite,Youth and Young Adults,"3725 S 180th St, SeaTac, WA  98188",47.4409849,-122.2885294,(206)-878-2660,http://www.myfoodbank.org/meals-for-kids.html,"Mon, Tues, Wed, Thurs, Fri
1:00 pm - 1:30 pm",10/30/2020 12:00:00 AM
Meal,Des Moines Area Food Bank,Willow Lake Apartments,Closed,Grab'n'Go meals for kids and teens at 8 sites. Food does not need to be eaten on site and can be picked up by parents. Weekend meals are given out on Friday at this site.,Onsite,Youth and Young Adults,"3002 32nd Ave S, SeaTac, WA 98188",47.444696,-122.2941207,(206)-878-2660,http://www.myfoodbank.org/meals-for-kids.html,"Mon, Tues, Wed, Thurs, Fri
11:45 am - 12:15 pm",10/30/2020 12:00:00 AM
Meal,Des Moines Area Food Bank,Windsor Heights Apartments,Closed,Grab'n'Go meals for kids and teens at 8 sites. Food does not need to be eaten on site and can be picked up by parents.,Onsite,Youth and Young Adults,"17229 32nd Ave S, SeaTac, WA 98188",47.448479,-122.2956636,(206)-878-2660,http://www.myfoodbank.org/meals-for-kids.html,"Mon, Tues, Wed, Thurs, Fri
12:15 pm - 12:45 pm",10/30/2020 12:00:00 AM
Food Bank,Des Moines Area Food Bank,Des Moines United Methodist Church,Open,"For those who need help in the cities of Des Moines, most of SeaTac, and the West Hill of Kent, Washington.

Families can visit once a month and receive a mix of canned, fresh, and frozen food.",Onsite,General Public,"22225 9th Avenue South, Des Moines, WA 98198",47.4022373,-122.3224371,(206)-878-2660,http://www.myfoodbank.org/,"Mon, Wed, Fri 
Age 60+: 8:30 am - 9:00 am
9:00 am - 11:45 am

Every 3rd Tues 
6:00 pm - 8:00 pm",10/30/2020 12:00:00 AM
Food Bank & Meal,El Centro de la Raza,El Centro de la Raza,Limited Operations,"Food Bank: Note specific Senior Times and visit one time a week

Meals: Please call ahead limited bag lunches available",Drive Up/Walk Up,"Food Bank: General Public
Meals: Older Adults 60+ and Eligible Participants","2524 16th Ave S, Seattle, WA 98144",47.5805157,-122.3113797,(206)-957-4605,http://www.elcentrodelaraza.org/,"Food Bank:
Wed: (Seniors and mobility limited individuals ONLY): 3:30  pm - 6:30 pm
Thurs: 10:00 am - 12:00 pm & 2:00 pm - 4:00 pm
Fri: 10:00 am - 12:00 pm & 2:00 pm - 4:00 pm

Meal Program:
Mon, Tues, Wed, Thurs, Fri
11:00 am - 12:30 pm",10/29/2020 12:00:00 AM
Meal,Emerald City Community Seventh Day Adventist Church,,Closed,Closed,Closed,Contact Agency for Any Eligibility Requirements,"801 25th Ave, Seattle, WA 98122",47.60929,-122.300581,(206)-322-0717,http://www.eccsda.org/,Closed,10/30/2020 12:00:00 AM
Food Bank,Emergency Feeding Program,Emergency Feeding Program,Limited Operations,"RAINIER BEACH HIGH SCHOOL
8815 SEWARD PARK AVE SOUTH
SEATTLE, WA 98118",Drive Up/Walk Up,General Public,"851 Houser Way N, Renton, WA 98057",47.4990007,-122.1971549,(425)-277-0300,http://www.emergencyfeeding.org/,,10/30/2020 12:00:00 AM
Student To-Go Meals,Enumclaw School District,Sunrise Elementary,Open,"Breakfast & Lunch will be served TOGETHER IN A SINGLE BAG. All meals are free for all children 0 -18 years old and ESD Special Education Students up to age 21. Rainier Foothills Wellness Foundation offers a supply of meals for children over weekends and extended breaks, free of charge. If you would like to enroll in the program, tell the volunteer at pickup, your school Counselor, your Teacher or contact Janeen at janeent@rfwellnessfoundation.org",Drive Up/Walk Up,Youth and Young Adults,"899 244th Ave SE, Enumclaw, WA 98022",47.1858408,-122.0149863,,http://www.enumclaw.wednet.edu/our-district/details/~board/district-news/post/food-services-during-remote-learning,"Mon, Tues, Wed, Thurs, Fri
11:00 am - 12:30 pm",09/17/2020 12:00:00 AM
Student To-Go Meals,Enumclaw School District,Enumclaw Middle School,Open,"Breakfast & Lunch will be served TOGETHER . All meals are free for all children 0 -18 years old and ESD Special Education Students up to age 21. Rainier Foothills Wellness Foundation offers a supply of meals for children over weekends and extended breaks, free of charge. If you would like to enroll in the program, tell the volunteer at pickup, your school Counselor, your Teacher or contact Janeen at janeent@rfwellnessfoundation.org",Drive Up/Walk Up,Youth and Young Adults,"550 Semanski St S, Enumclaw, WA 98022",47.1870963,-122.0076299,,http://www.enumclaw.wednet.edu/our-district/details/~board/district-news/post/food-services-during-remote-learning,"Mon, Tues, Wed, Thurs, Fri
11:00 am - 12:30 pm",09/17/2020 12:00:00 AM
Student To-Go Meals,Enumclaw School District,Southwood Elementary,Open,"Breakfast & Lunch will be served TOGETHER IN A SINGLE BAG. All meals are free for all children 0 -18 years old and ESD Special Education Students up to age 21. Rainier Foothills Wellness Foundation offers a supply of meals for children over weekends and extended breaks, free of charge. If you would like to enroll in the program, tell the volunteer at pickup, your school Counselor, your Teacher or contact Janeen at janeent@rfwellnessfoundation.org",Drive Up/Walk Up,Youth and Young Adults,"3240 McDougall Ave, Enumclaw, WA 98022",47.1874736,-122.0113118,,http://www.enumclaw.wednet.edu/our-district/details/~board/district-news/post/food-services-during-remote-learning,"Mon, Tues, Wed, Thurs, Fri
11:00 am - 12:30 pm",09/17/2020 12:00:00 AM
Student To-Go Meals,Enumclaw School District,Enumclaw High School,Open,"Breakfast & Lunch will be served TOGETHER IN A SINGLE BAG. All meals are free for all children 0 -18 years old and ESD Special Education Students up to age 21. Rainier Foothills Wellness Foundation offers a supply of meals for children over weekends and extended breaks, free of charge. If you would like to enroll in the program, tell the volunteer at pickup, your school Counselor, your Teacher or contact Janeen at janeent@rfwellnessfoundation.org",Drive Up/Walk Up,Youth and Young Adults,"226 Semanski Street S, Enumclaw, WA 98022",47.1901752,-122.0079642,,http://www.enumclaw.wednet.edu/our-district/details/~board/district-news/post/food-services-during-remote-learning,"Mon, Tues, Wed, Thurs, Fri
11:00 am - 12:30 pm",09/17/2020 12:00:00 AM
